Date,Time,Defect Name,Station,Part of the Car,Reporter Name,Part Number,Severity Rating,Car Model,Motor Type,Design Package,Production Shift,Resolution Time (in hours),Root Cause Identified,Defect Category
14.10.23,17:45:00,Loose Wiring,Rear bumper installation,Battery,Michael Johnson,297342,2,Base,Long Range,Luxury,Morning,17,Yes,Cosmetic
28.03.23,13:45:00,Faulty Battery,EV battery installation,Battery,Chris Lee,287386,9,Long,High Performance,Offroad,Morning,4,Yes,Functional
06.05.23,16:45:00,Cracked Windshield,Steering wheel installation,Dashboard,Chris Lee,857421,4,Alpina,Long Range,Offroad,Afternoon,12,Yes,Cosmetic
05.09.23,13:15:00,Loose Wiring,Wire harness installation,First Row Seats,Chris Lee,483694,5,Alpina,Long Range,Offroad,Morning,9,No,Cosmetic
06.09.23,08:30:00,Cracked Windshield,Dashboard installation,Windshield,Emily Davis,792029,6,Base,Long Range,Offroad,Afternoon,9,Yes,Cosmetic
25.09.23,15:30:00,Loose Wiring,EV battery installation,Axel,Chris Lee,141171,7,Long,High Performance,Offroad,Morning,5,Yes,Cosmetic
05.11.23,12:00:00,Loose Wiring,Windshield installation,Dashboard,Chris Lee,347327,10,Base,Standard,Offroad,Morning,7,Yes,Functional
27.04.23,17:15:00,Loose Wiring,Axel installation,Battery,Michael Johnson,677091,10,IX0M,High Performance,Luxury,Morning,9,Yes,Cosmetic
07.11.23,14:00:00,Loose Wiring,EV battery installation,Steering Wheel,Michael Johnson,180998,7,Alpina,Long Range,Luxury,Night,21,Yes,Cosmetic
01.12.23,10:45:00,Cracked Windshield,Steering wheel installation,Battery,John Doe,280283,1,Base,Standard,Race,Night,13,Yes,Functional
21.07.23,15:45:00,Loose Wiring,First row seats installation,Battery,John Doe,827632,8,Long,High Performance,Eco,Morning,9,Yes,Cosmetic
19.01.23,17:00:00,Hydraulic Leak,Tire and rim installation,Door Panel,John Doe,147266,4,Long,Long Range,Luxury,Afternoon,6,Yes,Cosmetic
09.11.23,13:45:00,Hydraulic Leak,Second row seats installation,Battery,Chris Lee,658618,1,IX0M,Standard,Race,Afternoon,8,Yes,Cosmetic
06.09.23,15:45:00,Cracked Windshield,Axel installation,Battery,John Doe,807664,1,Alpina,Long Range,Luxury,Afternoon,20,Yes,Cosmetic
01.10.23,11:15:00,Loose Wiring,Steering wheel installation,Wire Harness,Chris Lee,951932,3,Long,High Performance,Race,Afternoon,20,Yes,Cosmetic
16.10.23,13:00:00,Loose Wiring,Wire harness installation,Axel,Chris Lee,224678,10,IX0M,Long Range,Offroad,Night,10,Yes,Cosmetic
06.08.23,12:45:00,Loose Wiring,Wire harness installation,Windshield,Chris Lee,969389,9,IX0M,Long Range,Luxury,Afternoon,15,No,Cosmetic
12.10.23,13:45:00,Loose Wiring,Second row seats installation,Steering Wheel,Michael Johnson,647299,2,IX0M,Long Range,Eco,Morning,2,Yes,Cosmetic
07.07.23,10:45:00,Loose Wiring,Windshield installation,Headlight,John Doe,973207,4,Alpina,Long Range,Race,Night,15,Yes,Cosmetic
18.04.23,14:00:00,LoOSe WiRING,Dashboard installation,First Row Seats,Michael Johnson,281000,7,Base,Long Range,Luxury,Afternoon,10,Yes,Cosmetic
23.12.23,12:30:00,Hydraulic Leak,Steering wheel installation,Windshield,Chris Lee,640509,4,Alpina,Long Range,Luxury,Morning,4,Yes,Functional
31.07.23,12:30:00,Loose Wiring,Windshield installation,Axel,Jane Smith,918886,3,Long,High Performance,Race,Morning,19,Yes,Functional
05.06.23,10:30:00,Loose Wiring,Axel installation,Battery,Chris Lee,932368,1,IX0M,High Performance,Offroad,Night,22,No,Cosmetic
29.08.23,08:15:00,Paint Scratch,Windshield installation,Windshield,Jane Smith,806617,3,Long,High Performance,Offroad,Morning,16,Yes,Functional
20.10.23,15:15:00,Cracked Windshield,First row seats installation,Battery,Chris Lee,775214,1,IX0M,Standard,Offroad,Morning,6,Yes,Cosmetic
02.12.23,14:00:00,Loose Wiring,Headlight installation,Second Row Seats,Chris Lee,601930,8,Long,High Performance,Luxury,Morning,3,Yes,Cosmetic
15.12.23,15:15:00,Loose Wiring,Headlight installation,Battery,Chris Lee,426895,8,Alpina,High Performance,Offroad,Morning,4,Yes,Cosmetic
15.04.23,09:45:00,Hydraulic Leak,Windshield installation,Door Panel,Chris Lee,743754,10,Long,Long Range,Offroad,Afternoon,17,Yes,Cosmetic
21.12.23,09:30:00,Loose Wiring,Wire harness installation,Door Panel,John Doe,443514,10,Base,Standard,Offroad,Morning,9,Yes,Cosmetic
07.02.23,17:00:00,Faulty Battery,Wire harness installation,Axel,Chris Lee,422034,6,Alpina,High Performance,Offroad,Morning,11,Yes,Cosmetic
30.05.23,12:15:00,Cracked Windshield,Wire harness installation,Tires and Rims,John Doe,581369,10,Base,High Performance,Offroad,Night,12,Yes,Cosmetic
03.08.23,09:00:00,Loose Wiring,Axel installation,Battery,Emily Davis,582283,5,Base,Long Range,Race,Afternoon,2,Yes,Cosmetic
07.07.23,14:45:00,CRaCKED WiNdshIeLd,Tire and rim installation,Door Panel,John Doe,313320,2,IX0M,Long Range,Race,Night,22,Yes,Cosmetic
25.08.23,15:45:00,Cracked Windshield,Windshield installation,Battery,Michael Johnson,267178,9,IX0M,Long Range,Race,Night,15,Yes,Functional
06.05.23,12:30:00,Cracked Windshield,Tire and rim installation,First Row Seats,Michael Johnson,468377,9,Alpina,Long Range,Offroad,Afternoon,10,Yes,Cosmetic
22.04.23,11:45:00,Loose Wiring,Second row seats installation,Wire Harness,Chris Lee,268266,4,Base,Standard,Race,Morning,2,Yes,Cosmetic
20.01.23,12:45:00,Faulty Battery,Axel installation,Windshield,John Doe,757043,9,Long,Long Range,Luxury,Morning,21,No,Cosmetic
09.09.23,13:30:00,Sensor Failure,Steering wheel installation,Tires and Rims,Jane Smith,675394,8,IX0M,Long Range,Race,Afternoon,20,,Cosmetic
22.08.23,08:45:00,Sensor Failure,First row seats installation,Battery,Emily Davis,515146,3,Base,Long Range,Offroad,Morning,8,Yes,Cosmetic
05.08.23,11:00:00,Loose Wiring,Headlight installation,Battery,Emily Davis,355758,2,IX0M,Long Range,Luxury,Night,1,Yes,Structural
21.04.23,17:45:00,Faulty Battery,Rear bumper installation,Battery,John Doe,286446,5,Long,Long Range,Offroad,Afternoon,7,Yes,Cosmetic
20.05.23,10:30:00,Cracked Windshield,Windshield installation,Battery,Chris Lee,899021,3,Alpina,High Performance,Offroad,Night,1,Yes,Cosmetic
26.03.23,17:00:00,Loose Wiring,Axel installation,Battery,Emily Davis,551134,10,Long,Long Range,Race,Morning,10,Yes,Cosmetic
19.05.23,13:45:00,Loose Wiring,Dashboard installation,Door Panel,Michael Johnson,130714,1,IX0M,High Performance,Offroad,Afternoon,22,No,Cosmetic
13.02.23,10:30:00,Cracked Windshield,Steering wheel installation,Windshield,Chris Lee,636668,6,IX0M,Long Range,Offroad,Morning,21,Yes,Cosmetic
07.08.23,15:30:00,Loose Wiring,Wire harness installation,Windshield,John Doe,323256,2,Base,Long Range,Offroad,Morning,7,Yes,Cosmetic
24.05.23,09:30:00,Faulty Battery,Axel installation,Axel,Chris Lee,238626,9,IX0M,Long Range,Offroad,Morning,18,Yes,Functional
03.03.23,14:15:00,Cracked Windshield,Axel installation,Wire Harness,Chris Lee,249824,8,Base,Long Range,Offroad,Morning,11,Yes,Cosmetic
16.01.23,10:00:00,Paint Scratch,Wire harness installation,Dashboard,Chris Lee,698873,4,Base,Long Range,Luxury,Morning,1,Yes,Functional
14.04.23,14:15:00,Loose Wiring,Steering wheel installation,Wire Harness,Michael Johnson,139195,10,Alpina,Standard,Eco,Morning,20,Yes,Cosmetic
16.10.23,16:30:00,Loose Wiring,Headlight installation,Battery,Michael Johnson,746155,10,Base,Long Range,Race,Afternoon,11,,Cosmetic
05.11.23,14:15:00,Loose Wiring,Windshield installation,Steering Wheel,Emily Davis,667011,9,IX0M,Long Range,Race,Afternoon,7,Yes,Cosmetic
31.08.23,09:30:00,Paint Scratch,Dashboard installation,Battery,John Doe,600119,2,IX0M,Long Range,Race,Morning,16,Yes,Cosmetic
10.10.23,12:00:00,Loose Wiring,Windshield installation,Wire Harness,Chris Lee,295251,5,Long,Standard,Offroad,Afternoon,6,Yes,Functional
31.03.23,14:15:00,Loose Wiring,Tire and rim installation,Tires and Rims,Chris Lee,945224,1,IX0M,Long Range,Offroad,Morning,3,Yes,Cosmetic
23.10.23,14:15:00,Cracked Windshield,First row seats installation,First Row Seats,Emily Davis,446646,3,Long,Long Range,Race,Night,6,Yes,Cosmetic
27.02.23,17:45:00,Loose Wiring,Tire and rim installation,Windshield,John Doe,643029,2,Base,Standard,Luxury,Morning,14,Yes,Cosmetic
19.05.23,13:00:00,Faulty Battery,Tire and rim installation,Wire Harness,Michael Johnson,327166,3,Pick-Up,Long Range,Luxury,Morning,3,No,Cosmetic
07.02.23,11:30:00,Loose Wiring,Steering wheel installation,Windshield,Jane Smith,146144,7,Pick-Up,Standard,Offroad,Night,3,Yes,Cosmetic
07.06.23,14:00:00,Loose Wiring,Windshield installation,Dashboard,John Doe,133915,4,Alpina,Long Range,Offroad,Afternoon,2,Yes,Cosmetic
31.01.23,16:30:00,Paint Scratch,Windshield installation,First Row Seats,Michael Johnson,586585,10,IX0M,Long Range,Offroad,Morning,18,Yes,Cosmetic
18.11.23,09:45:00,Brake Malfunction,Windshield installation,Axel,Michael Johnson,421511,10,Pick-Up,High Performance,Race,Morning,13,Yes,Cosmetic
22.02.23,14:15:00,Loose Wiring,EV battery installation,Battery,Jane Smith,987047,8,Pick-Up,High Performance,Luxury,Morning,16,Yes,Cosmetic
25.08.23,16:45:00,Paint Scratch,EV battery installation,First Row Seats,Emily Davis,217547,6,IX0M,Long Range,Luxury,Morning,13,Yes,Cosmetic
15.07.23,11:15:00,Loose Wiring,Axel installation,Rear Bumper,Michael Johnson,475627,1,Base,Long Range,Offroad,Morning,14,Yes,Cosmetic
23.07.23,13:00:00,Paint Scratch,Wire harness installation,Battery,Chris Lee,619584,8,Pick-Up,Long Range,Race,Afternoon,15,Yes,Cosmetic
07.03.23,08:45:00,Cracked Windshield,Wire harness installation,Door Panel,Jane Smith,224215,9,Base,Long Range,Offroad,Afternoon,13,Yes,Functional
15.05.23,15:15:00,Paint Scratch,First row seats installation,Battery,Chris Lee,460777,1,Base,Long Range,Offroad,Afternoon,17,Yes,Cosmetic
27.09.23,17:30:00,Paint Scratch,Dashboard installation,Door Panel,Michael Johnson,799039,8,Base,High Performance,Offroad,Afternoon,10,Yes,Cosmetic
29.06.23,14:30:00,Faulty Battery,EV battery installation,Windshield,John Doe,191718,9,Base,Long Range,Offroad,Morning,23,No,Cosmetic
31.03.23,17:00:00,Loose Wiring,EV battery installation,Door Panel,Jane Smith,910727,7,Alpina,High Performance,Offroad,Afternoon,8,Yes,Cosmetic
03.05.23,12:30:00,Cracked Windshield,Dashboard installation,First Row Seats,John Doe,573415,3,Alpina,High Performance,Race,Morning,12,Yes,Cosmetic
01.06.23,13:15:00,Loose Wiring,Axel installation,Axel,Jane Smith,885344,10,Long,Long Range,Offroad,Morning,19,Yes,Cosmetic
02.12.23,12:00:00,Loose Wiring,Wire harness installation,Door Panel,John Doe,137235,1,IX0M,High Performance,Race,Night,6,Yes,Cosmetic
02.11.23,09:45:00,Cracked Windshield,Axel installation,Axel,John Doe,870618,4,IX0M,Standard,Eco,Morning,22,No,Cosmetic
18.04.23,11:00:00,Cracked Windshield,Axel installation,First Row Seats,Michael Johnson,267826,7,Long,High Performance,Race,Morning,17,Yes,Cosmetic
16.12.23,13:45:00,Brake Malfunction,Widnshield installation,Door Panel,Emily Davis,174803,6,Long,High Performance,Race,Afternoon,3,Yes,Cosmetic
17.09.23,17:30:00,Cracked Windshield,Steering wheel installation,Wire Harness,Chris Lee,399588,5,Long,Long Range,Luxury,Afternoon,7,Yes,Cosmetic
11.04.23,10:00:00,Paint Scratch,Wire harness installation,Axel,Chris Lee,863186,3,Base,Long Range,Race,Morning,11,Yes,Cosmetic
21.03.23,11:15:00,Paint Scratch,Axel installation,Windshield,Michael Johnson,596728,5,IX0M,Standard,Race,Morning,8,No,Cosmetic
02.10.23,17:45:00,Cracked Windshield,Steering wheel installation,Windshield,Chris Lee,239870,2,IX0M,High Performance,Luxury,Morning,17,Yes,Cosmetic
12.06.23,14:00:00,CrACked wiNDsHeILd,Steering wheel installation,Windshield,Michael Johnson,704068,1,IX0M,Long Range,Offroad,Afternoon,4,Yes,Critical
17.11.23,12:15:00,Cracked Windshield,Steering wheel installation,Battery,Michael Johnson,879040,5,Long,High Performance,Luxury,Afternoon,9,Yes,Cosmetic
06.06.23,14:15:00,Loose Wiring,EV battery installation,Battery,Chris Lee,463621,4,IX0M,Long Range,Offroad,Morning,16,Yes,Cosmetic
14.11.23,17:00:00,Loose Wiring,Headlight installation,Wire Harness,Chris Lee,595334,8,IX0M,Long Range,Offroad,Morning,20,Yes,Cosmetic
23.04.23,09:15:00,Loose Wiring,EV battery installation,Wire Harness,Jane Smith,947093,7,Base,Long Range,Offroad,Morning,5,Yes,Cosmetic
20.12.23,17:00:00,Paint Scratch,Wire harness installation,Axel,Michael Johnson,851405,7,Base,Long Range,Offroad,Morning,1,No,Cosmetic
09.09.23,17:00:00,Faulty Battery,Tire and rim installation,Second Row Seats,Emily Davis,533125,5,Base,High Performance,Offroad,Night,7,Yes,Cosmetic
27.08.23,10:15:00,Loose Wiring,Wire harness installation,Windshield,Michael Johnson,514531,7,IX0M,High Performance,Race,Morning,18,Yes,Cosmetic
29.07.23,16:00:00,Cracked Windshield,Tire and rim installation,Door Panel,Chris Lee,815571,2,IX0M,Standard,Luxury,Afternoon,8,Yes,Cosmetic
20.04.23,14:45:00,Cracked Windshield,Headlight installation,Wire Harness,Michael Johnson,871485,7,Long,Long Range,Race,Night,17,Yes,Cosmetic
02.01.23,17:45:00,Faulty Battery,EV battery installation,Battery,Emily Davis,141451,10,Long,Standard,Offroad,Morning,3,Yes,Cosmetic
25.05.23,09:00:00,Faulty Battery,Headlight installation,Axel,Chris Lee,816445,8,Base,High Performance,Offroad,Afternoon,15,No,Cosmetic
30.10.23,12:15:00,Cracked Windshield,Axel installation,Steering Wheel,Jane Smith,547962,9,Long,High Performance,Eco,Afternoon,9,Yes,Cosmetic
01.07.23,09:00:00,Cracked Windshield,EV battery installation,Windshield,Chris Lee,618533,3,IX0M,High Performance,Luxury,Morning,10,No,Cosmetic
23.12.23,11:15:00,Loose Wiring,Wire harness installation,Axel,Emily Davis,937026,6,Alpina,High Performance,Offroad,Morning,3,No,Cosmetic
24.02.23,15:00:00,Cracked Windshield,EV battery installation,Dashboard,Jane Smith,174541,4,Base,Long Range,Luxury,Afternoon,16,No,Critical
19.04.23,16:15:00,Loose Wiring,Wire harness installation,Dashboard,Emily Davis,768601,9,IX0M,High Performance,Offroad,Morning,10,Yes,Cosmetic
14.09.23,12:30:00,Loose Wiirng,Windshield installation,Axel,John Doe,769285,3,Base,Long Range,Offroad,Morning,5,No,Cosmetic
02.05.23,08:15:00,Cracked Windshield,Wire harness installation,Door Panel,John Doe,984969,2,Alpina,Long Range,Eco,Afternoon,7,No,Functional
13.05.23,08:45:00,Loose Wiring,Windshield installation,Battery,John Doe,354122,10,Base,High Performance,Race,Afternoon,7,Yes,Cosmetic
13.10.23,14:00:00,Loose Wiring,Rear bumper installation,Battery,Michael Johnson,281646,2,Long,High Performance,Race,Morning,18,Yes,Cosmetic
20.03.23,17:15:00,Cracked Windshield,Rear bumper installation,Door Panel,Chris Lee,891608,8,Base,Standard,Offroad,Afternoon,3,Yes,Critical
01.03.23,13:15:00,Loose Wiring,Dashboard installation,Windshield,John Doe,711932,6,Long,Standard,Offroad,Morning,13,Yes,Cosmetic
05.10.23,09:15:00,Paint Scratch,Wire harness installation,Windshield,Michael Johnson,565458,2,IX0M,Long Range,Offroad,Morning,23,Yes,Cosmetic
07.11.23,11:45:00,Paint Scratch,Wire harness installation,Wire Harness,Emily Davis,423430,10,IX0M,Long Range,Offroad,Morning,3,Yes,Functional
15.09.23,17:30:00,Cracked Windshield,Steering wheel installation,Axel,Emily Davis,524193,7,Base,High Performance,Race,Afternoon,14,Yes,Cosmetic
08.08.23,08:45:00,Cracked Windshield,Tire and rim installation,Axel,John Doe,631491,8,IX0M,High Performance,Offroad,Morning,11,Yes,Cosmetic
05.06.23,12:30:00,Loose Wiring,EV battery installation,Battery,John Doe,124399,10,Base,Standard,Luxury,Morning,4,Yes,Cosmetic
30.04.23,17:45:00,Loose Wiring,Axel installation,Battery,John Doe,338420,10,IX0M,Long Range,Offroad,Morning,19,Yes,Cosmetic
15.07.23,12:15:00,Loose Wiring,Second row seats installation,Dashboard,Chris Lee,600010,2,IX0M,Long Range,Race,Night,13,Yes,Functional
15.09.23,16:00:00,Cracked Windshield,First row seats installation,Door Panel,Michael Johnson,955183,4,Base,Long Range,Offroad,Morning,23,Yes,Functional
04.02.23,10:00:00,Loose Wiring,Rear bumper installation,Dashboard,John Doe,617684,7,Long,Standard,Luxury,Morning,3,Yes,Cosmetic
23.08.23,17:00:00,Loose Wiring,Steering wheel installation,Windshield,Chris Lee,760676,3,Alpina,High Performance,Offroad,Morning,19,Yes,Cosmetic
30.01.23,13:45:00,Paint Scratch,Steering wheel installation,Windshield,John Doe,470080,5,IX0M,Long Range,Offroad,Afternoon,12,No,Cosmetic
10.11.23,09:30:00,Cracked Windshield,Steering wheel installation,Windshield,John Doe,474529,8,Alpina,Standard,Offroad,Afternoon,17,No,Cosmetic
20.03.23,12:15:00,Loose Wiring,Steering wheel installation,Axel,Chris Lee,985266,4,Long,Long Range,Race,Morning,4,No,Cosmetic
13.10.23,11:15:00,Cracked Widnshield,Second row seats installation,Windshield,Michael Johnson,813515,1,Alpina,High Performance,Race,Afternoon,22,Yes,Cosmetic
23.10.23,08:15:00,Cracked Windshield,Dashboard installation,Dashboard,Michael Johnson,273640,4,Base,Long Range,Offroad,Afternoon,9,Yes,Functional
21.09.23,09:15:00,Cracked Windshield,Dashboard installation,Axel,John Doe,558064,8,Base,High Performance,Offroad,Morning,3,No,Cosmetic
04.08.23,15:45:00,Sensor Failure,Axel installation,Door Panel,John Doe,234554,2,Base,High Performance,Offroad,Afternoon,16,Yes,Cosmetic
29.06.23,09:00:00,Faulty Battery,Headlight installation,Battery,Jane Smith,742037,9,Base,Long Range,Offroad,Afternoon,20,Yes,Cosmetic
23.02.23,11:30:00,Sensor Failure,First row seats installation,Wire Harness,John Doe,235548,1,Base,Long Range,Offroad,Morning,14,Yes,Cosmetic
06.11.23,12:45:00,Cracked Windshield,Tire and rim installation,Wire Harness,Chris Lee,910218,10,Base,High Performance,Luxury,Morning,6,Yes,Critical
14.01.23,15:15:00,Sensor Failure,EV battery installation,Door Panel,Michael Johnson,526082,5,IX0M,High Performance,Luxury,Morning,20,Yes,Cosmetic
22.09.23,16:00:00,Cracked Windshield,First row seats installation,Door Panel,Michael Johnson,345230,5,Long,High Performance,Luxury,Night,17,Yes,Cosmetic
21.03.23,16:15:00,rCacked Windshield,EV battery installation,Dashboard,Emily Davis,839913,2,Base,Long Range,Race,Night,8,Yes,Cosmetic
16.07.23,14:30:00,Loose Wiring,Steering wheel installation,Battery,Michael Johnson,461091,10,IX0M,Long Range,Offroad,Morning,6,Yes,Functional
23.11.23,13:30:00,Cracked Windshield,Steering wheel installation,Axel,Emily Davis,858901,3,Base,Standard,Offroad,Morning,7,Yes,Cosmetic
13.01.23,14:15:00,Loose Wiring,Tire and rim installation,Door Panel,Chris Lee,744135,9,Alpina,High Performance,Offroad,Night,6,Yes,Cosmetic
18.09.23,17:00:00,Loose Wiring,EV battery installation,Battery,John Doe,937760,6,Long,High Performance,Race,Morning,11,Yes,Functional
19.11.23,11:15:00,Loose Wiring,EV battery installation,Wire Harness,Michael Johnson,226427,3,Base,High Performance,Luxury,Afternoon,22,Yes,Critical
20.08.23,09:15:00,CrACkeD WinDSHieLd,Second row seats installation,Axel,John Doe,868383,8,Long,Standard,Offroad,Afternoon,10,No,Cosmetic
14.04.23,15:00:00,Loose Wiring,First row seats installation,Dashboard,John Doe,835516,7,Base,Long Range,Offroad,Morning,6,Yes,Functional
05.01.23,14:00:00,Faulty Battery,Axel installation,Door Panel,John Doe,870017,4,Long,High Performance,Offroad,Afternoon,1,Yes,Cosmetic
12.06.23,09:15:00,Faulty Battery,EV battery installation,First Row Seats,Emily Davis,570550,2,Long,Long Range,Race,Afternoon,4,Yes,Cosmetic
06.11.23,17:00:00,Loose Wiring,Rear bumper installation,Door Panel,Chris Lee,414813,9,IX0M,Long Range,Race,Afternoon,13,Yes,Cosmetic
05.06.23,10:00:00,Loose Wiring,EV battery installation,Battery,Michael Johnson,347277,1,IX0M,Standard,Race,Night,22,No,Cosmetic
21.12.23,17:30:00,Cracked Windshield,Axel installation,Axel,Chris Lee,706969,1,Alpina,Standard,Race,Afternoon,6,Yes,Cosmetic
21.07.23,08:30:00,Faulty Battery,Steering wheel installation,Steering Wheel,John Doe,865838,9,Base,Long Range,Eco,Afternoon,23,No,Cosmetic
08.12.23,15:15:00,Cracked Windshield,Dashboard installation,Door Panel,Michael Johnson,734568,7,Base,Long Range,Luxury,Morning,17,No,Functional
17.08.23,12:00:00,Loose Wiring,Dashboard installation,Door Panel,Chris Lee,340182,9,IX0M,Standard,Race,Morning,16,No,Cosmetic
15.03.23,13:00:00,Loose Wiring,Rear bumper installation,Wire Harness,John Doe,302143,9,Long,Long Range,Offroad,Morning,8,Yes,Functional
